tool	rank	metric	sample	value
kssd	class	F1 score	sample_83	1.0
kssd	class	Jaccard index	sample_83	1.0
kssd	class	Taxon counts	sample_83	5.0
kssd	order	True positives	sample_83	14.0
kssd	order	False negatives	sample_83	1.0
kssd	order	False positives	sample_83	1.0
kssd	order	Completeness	sample_83	0.9333333333333333
kssd	order	Purity	sample_83	0.9333333333333333
kssd	order	F1 score	sample_83	0.9333333333333333
kssd	order	Jaccard index	sample_83	0.875
kssd	order	Taxon counts	sample_83	15.0
kssd	family	True positives	sample_83	23.0
kssd	family	False negatives	sample_83	2.0
kssd	family	False positives	sample_83	2.0
kssd	family	Completeness	sample_83	0.92
kssd	family	Purity	sample_83	0.92
kssd	family	F1 score	sample_83	0.92
kssd	family	Jaccard index	sample_83	0.8518518518518519
kssd	family	Taxon counts	sample_83	25.0
kssd	genus	True positives	sample_83	42.0
kssd	genus	False negatives	sample_83	4.0
kssd	genus	False positives	sample_83	0.0
kssd	genus	Completeness	sample_83	0.9130434782608695
kssd	genus	Purity	sample_83	1.0
kssd	genus	F1 score	sample_83	0.9545454545454545
kssd	genus	Jaccard index	sample_83	0.9130434782608695
kssd	genus	Taxon counts	sample_83	42.0
kssd	species	True positives	sample_83	69.0
kssd	species	False negatives	sample_83	10.0
kssd	species	False positives	sample_83	7.0
kssd	species	Completeness	sample_83	0.8734177215189873
kssd	species	Purity	sample_83	0.9078947368421053
kssd	species	F1 score	sample_83	0.8903225806451613
kssd	species	Jaccard index	sample_83	0.8023255813953488
kssd	species	Taxon counts	sample_83	76.0
kssd	strain	True positives	sample_83	0.0
kssd	strain	False negatives	sample_83	79.0
kssd	strain	False positives	sample_83	0.0
kssd	strain	Completeness	sample_83	0.0
kssd	strain	Purity	sample_83	0.0
kssd	strain	Jaccard index	sample_83	0.0
kssd	strain	Taxon counts	sample_83	0.0
kssd	superkingdom	L1 norm error	sample_83	0.0
kssd	phylum	L1 norm error	sample_83	0.021115999999999913
kssd	class	L1 norm error	sample_83	0.034729
kssd	order	L1 norm error	sample_83	0.20465499999999998
kssd	family	L1 norm error	sample_83	0.22547799999999993
kssd	genus	L1 norm error	sample_83	0.14454999999999996
kssd	species	L1 norm error	sample_83	0.28226000000000007
kssd	na	Weighted UniFrac error	sample_83	1.7279169999999997
kssd	na	Unweighted UniFrac error	sample_83	144.999997
kssd	superkingdom	Bray-Curtis distance	sample_84	0.0
kssd	phylum	Bray-Curtis distance	sample_84	0.0036410000000000366
kssd	class	Bray-Curtis distance	sample_84	0.02893848553075718
kssd	order	Bray-Curtis distance	sample_84	0.12943487056512945
kssd	family	Bray-Curtis distance	sample_84	0.11073222316944206
kssd	genus	Bray-Curtis distance	sample_84	0.08945367424528433
kssd	species	Bray-Curtis distance	sample_84	0.14584619083877692
kssd	superkingdom	Shannon diversity	sample_84	0.0
kssd	superkingdom	Shannon equitability	sample_84	0.0
kssd	phylum	Shannon diversity	sample_84	0.2671023938429261
kssd	phylum	Shannon equitability	sample_84	0.3853472990067603
kssd	class	Shannon diversity	sample_84	0.9507730459122049
kssd	class	Shannon equitability	sample_84	0.5907485082629027
kssd	order	Shannon diversity	sample_84	2.2716410403558385
kssd	order	Shannon equitability	sample_84	0.8193213159003034
kssd	family	Shannon diversity	sample_84	2.8819444190431094
kssd	family	Shannon equitability	sample_84	0.8845485041376965
kssd	genus	Shannon diversity	sample_84	3.5081778952685365
kssd	genus	Shannon equitability	sample_84	0.9162983763602339
kssd	species	Shannon diversity	sample_84	4.164778989781935
kssd	species	Shannon equitability	sample_84	0.9504230204415189
kssd	superkingdom	True positives	sample_84	1.0
kssd	superkingdom	False negatives	sample_84	0.0
kssd	superkingdom	False positives	sample_84	0.0
kssd	superkingdom	Completeness	sample_84	1.0
kssd	superkingdom	Purity	sample_84	1.0
kssd	superkingdom	F1 score	sample_84	1.0
kssd	superkingdom	Jaccard index	sample_84	1.0
kssd	superkingdom	Taxon counts	sample_84	1.0
kssd	phylum	True positives	sample_84	2.0
kssd	phylum	False negatives	sample_84	0.0
kssd	phylum	False positives	sample_84	0.0
kssd	phylum	Completeness	sample_84	1.0
kssd	phylum	Purity	sample_84	1.0
kssd	phylum	F1 score	sample_84	1.0
kssd	phylum	Jaccard index	sample_84	1.0
kssd	phylum	Taxon counts	sample_84	2.0
kssd	class	True positives	sample_84	5.0
kssd	class	False negatives	sample_84	0.0
kssd	class	False positives	sample_84	0.0
kssd	class	Completeness	sample_84	1.0
kssd	class	Purity	sample_84	1.0
kssd	class	F1 score	sample_84	1.0
kssd	class	Jaccard index	sample_84	1.0
kssd	class	Taxon counts	sample_84	5.0
kssd	order	True positives	sample_84	15.0
kssd	order	False negatives	sample_84	0.0
kssd	order	False positives	sample_84	1.0
kssd	order	Completeness	sample_84	1.0
kssd	order	Purity	sample_84	0.9375
kssd	order	F1 score	sample_84	0.967741935483871
kssd	order	Jaccard index	sample_84	0.9375
kssd	order	Taxon counts	sample_84	16.0
kssd	family	True positives	sample_84	24.0
kssd	family	False negatives	sample_84	1.0
kssd	family	False positives	sample_84	2.0
kssd	family	Completeness	sample_84	0.96
kssd	family	Purity	sample_84	0.9230769230769231
kssd	family	F1 score	sample_84	0.9411764705882353
kssd	family	Jaccard index	sample_84	0.8888888888888888
kssd	family	Taxon counts	sample_84	26.0
kssd	genus	True positives	sample_84	45.0
kssd	genus	False negatives	sample_84	4.0
kssd	genus	False positives	sample_84	1.0
kssd	genus	Completeness	sample_84	0.9183673469387755
kssd	genus	Purity	sample_84	0.9782608695652174
kssd	genus	F1 score	sample_84	0.9473684210526316
kssd	genus	Jaccard index	sample_84	0.9
kssd	genus	Taxon counts	sample_84	46.0
kssd	species	True positives	sample_84	72.0
kssd	species	False negatives	sample_84	9.0
kssd	species	False positives	sample_84	8.0
kssd	species	Completeness	sample_84	0.8888888888888888
kssd	species	Purity	sample_84	0.9
kssd	species	F1 score	sample_84	0.8944099378881988
kssd	species	Jaccard index	sample_84	0.8089887640449438
kssd	species	Taxon counts	sample_84	80.0
kssd	strain	True positives	sample_84	0.0
kssd	strain	False negatives	sample_84	81.0
kssd	strain	False positives	sample_84	0.0
kssd	strain	Completeness	sample_84	0.0
kssd	strain	Purity	sample_84	0.0
kssd	strain	Jaccard index	sample_84	0.0
kssd	strain	Taxon counts	sample_84	0.0
kssd	superkingdom	L1 norm error	sample_84	0.0
kssd	phylum	L1 norm error	sample_84	0.007282000000000073
kssd	class	L1 norm error	sample_84	0.057876999999999894
kssd	order	L1 norm error	sample_84	0.2588700000000001
kssd	family	L1 norm error	sample_84	0.22146500000000002
kssd	genus	L1 norm error	sample_84	0.17533599999999996
kssd	species	L1 norm error	sample_84	0.291144
kssd	na	Weighted UniFrac error	sample_84	1.8377270000000028
kssd	na	Unweighted UniFrac error	sample_84	144.00003299999997
kssd	superkingdom	Bray-Curtis distance	sample_85	0.0
kssd	phylum	Bray-Curtis distance	sample_85	0.008661999999999961
kssd	class	Bray-Curtis distance	sample_85	0.013197493401253266
kssd	order	Bray-Curtis distance	sample_85	0.09813090186909813
kssd	family	Bray-Curtis distance	sample_85	0.13044499999999998
kssd	genus	Bray-Curtis distance	sample_85	0.08121200632104741
kssd	species	Bray-Curtis distance	sample_85	0.1360922186041289
kssd	superkingdom	Shannon diversity	sample_85	0.0
kssd	superkingdom	Shannon equitability	sample_85	0.0
kssd	phylum	Shannon diversity	sample_85	0.2697306022308132
kssd	phylum	Shannon equitability	sample_85	0.3891390022143878
kssd	class	Shannon diversity	sample_85	0.9115704629740292
kssd	class	Shannon equitability	sample_85	0.5663905739584435
kssd	order	Shannon diversity	sample_85	2.2891302383251686
kssd	order	Shannon equitability	sample_85	0.8256292106951729
kssd	family	Shannon diversity	sample_85	2.891996626977423
kssd	family	Shannon equitability	sample_85	0.8984492674848177
kssd	genus	Shannon diversity	sample_85	3.4197517970953077
kssd	genus	Shannon equitability	sample_85	0.9036946157358389
kssd	species	Shannon diversity	sample_85	4.215393063689858
kssd	species	Shannon equitability	sample_85	0.9592540305552978
kssd	superkingdom	True positives	sample_85	1.0
kssd	superkingdom	False negatives	sample_85	0.0
kssd	superkingdom	False positives	sample_85	0.0
kssd	superkingdom	Completeness	sample_85	1.0
kssd	superkingdom	Purity	sample_85	1.0
kssd	superkingdom	F1 score	sample_85	1.0
kssd	superkingdom	Jaccard index	sample_85	1.0
kssd	superkingdom	Taxon counts	sample_85	1.0
kssd	phylum	True positives	sample_85	2.0
kssd	phylum	False negatives	sample_85	0.0
kssd	phylum	False positives	sample_85	0.0
kssd	phylum	Completeness	sample_85	1.0
kssd	phylum	Purity	sample_85	1.0
kssd	phylum	F1 score	sample_85	1.0
kssd	phylum	Jaccard index	sample_85	1.0
kssd	phylum	Taxon counts	sample_85	2.0
kssd	class	True positives	sample_85	5.0
kssd	class	False negatives	sample_85	0.0
kssd	class	False positives	sample_85	0.0
kssd	class	Completeness	sample_85	1.0
kssd	class	Purity	sample_85	1.0
kssd	class	F1 score	sample_85	1.0
kssd	class	Jaccard index	sample_85	1.0
kssd	class	Taxon counts	sample_85	5.0
kssd	order	True positives	sample_85	15.0
kssd	order	False negatives	sample_85	0.0
kssd	order	False positives	sample_85	1.0
kssd	order	Completeness	sample_85	1.0
kssd	order	Purity	sample_85	0.9375
kssd	order	F1 score	sample_85	0.967741935483871
kssd	order	Jaccard index	sample_85	0.9375
kssd	order	Taxon counts	sample_85	16.0
kssd	family	True positives	sample_85	23.0
kssd	family	False negatives	sample_85	1.0
kssd	family	False positives	sample_85	2.0
kssd	family	Completeness	sample_85	0.9583333333333334
kssd	family	Purity	sample_85	0.92
kssd	family	F1 score	sample_85	0.9387755102040817
kssd	family	Jaccard index	sample_85	0.8846153846153846
kssd	family	Taxon counts	sample_85	25.0
kssd	genus	True positives	sample_85	44.0
kssd	genus	False negatives	sample_85	3.0
kssd	genus	False positives	sample_85	0.0
kssd	genus	Completeness	sample_85	0.9361702127659575
kssd	genus	Purity	sample_85	1.0
kssd	genus	F1 score	sample_85	0.967032967032967
kssd	genus	Jaccard index	sample_85	0.9361702127659575
kssd	genus	Taxon counts	sample_85	44.0
kssd	species	True positives	sample_85	73.0
kssd	species	False negatives	sample_85	8.0
kssd	species	False positives	sample_85	8.0
kssd	species	Completeness	sample_85	0.9012345679012346
kssd	species	Purity	sample_85	0.9012345679012346
kssd	species	F1 score	sample_85	0.9012345679012346
kssd	species	Jaccard index	sample_85	0.8202247191011236
kssd	species	Taxon counts	sample_85	81.0
kssd	strain	True positives	sample_85	0.0
kssd	strain	False negatives	sample_85	81.0
kssd	strain	False positives	sample_85	0.0
kssd	strain	Completeness	sample_85	0.0
kssd	strain	Purity	sample_85	0.0
kssd	strain	Jaccard index	sample_85	0.0
kssd	strain	Taxon counts	sample_85	0.0
kssd	superkingdom	L1 norm error	sample_85	0.0
kssd	phylum	L1 norm error	sample_85	0.017323999999999923
kssd	class	L1 norm error	sample_85	0.026394999999999932
kssd	order	L1 norm error	sample_85	0.19626199999999996
kssd	family	L1 norm error	sample_85	0.26088999999999996
kssd	genus	L1 norm error	sample_85	0.15936499999999995
kssd	species	L1 norm error	sample_85	0.271492
kssd	na	Weighted UniFrac error	sample_85	1.7561750000000007
kssd	na	Unweighted UniFrac error	sample_85	149.00001899999995
kssd	superkingdom	Bray-Curtis distance	sample_86	0.0
kssd	phylum	Bray-Curtis distance	sample_86	0.004275000000000046
kssd	class	Bray-Curtis distance	sample_86	0.019357000000000027
kssd	order	Bray-Curtis distance	sample_86	0.09155745422127287
kssd	family	Bray-Curtis distance	sample_86	0.06214046892976554
kssd	genus	Bray-Curtis distance	sample_86	0.09243544118988958
kssd	species	Bray-Curtis distance	sample_86	0.13902647009254343
kssd	superkingdom	Shannon diversity	sample_86	0.0
kssd	superkingdom	Shannon equitability	sample_86	0.0
kssd	phylum	Shannon diversity	sample_86	0.22565577804648768
kssd	phylum	Shannon equitability	sample_86	0.3255524719356084
kssd	class	Shannon diversity	sample_86	1.0331264753639813
kssd	class	Shannon equitability	sample_86	0.6419175709620818
kssd	order	Shannon diversity	sample_86	2.2413718755679826
kssd	order	Shannon equitability	sample_86	0.8084040224174809
kssd	family	Shannon diversity	sample_86	2.996895697636975
kssd	family	Shannon equitability	sample_86	0.9092973406994589
kssd	genus	Shannon diversity	sample_86	3.624000332970038
kssd	genus	Shannon equitability	sample_86	0.9361436729218361
kssd	species	Shannon diversity	sample_86	4.1524010046731386
kssd	species	Shannon equitability	sample_86	0.9531050088165532
kssd	superkingdom	True positives	sample_86	1.0
kssd	superkingdom	False negatives	sample_86	0.0
kssd	superkingdom	False positives	sample_86	0.0
kssd	superkingdom	Completeness	sample_86	1.0
kssd	superkingdom	Purity	sample_86	1.0
kssd	superkingdom	F1 score	sample_86	1.0
kssd	superkingdom	Jaccard index	sample_86	1.0
kssd	superkingdom	Taxon counts	sample_86	1.0
kssd	phylum	True positives	sample_86	2.0
kssd	phylum	False negatives	sample_86	0.0
kssd	phylum	False positives	sample_86	0.0
kssd	phylum	Completeness	sample_86	1.0
kssd	phylum	Purity	sample_86	1.0
kssd	phylum	F1 score	sample_86	1.0
kssd	phylum	Jaccard index	sample_86	1.0
kssd	phylum	Taxon counts	sample_86	2.0
kssd	class	True positives	sample_86	5.0
kssd	class	False negatives	sample_86	0.0
kssd	class	False positives	sample_86	0.0
kssd	class	Completeness	sample_86	1.0
kssd	class	Purity	sample_86	1.0
kssd	class	F1 score	sample_86	1.0
kssd	class	Jaccard index	sample_86	1.0
kssd	class	Taxon counts	sample_86	5.0
kssd	order	True positives	sample_86	15.0
kssd	order	False negatives	sample_86	0.0
kssd	order	False positives	sample_86	1.0
kssd	order	Completeness	sample_86	1.0
kssd	order	Purity	sample_86	0.9375
kssd	order	F1 score	sample_86	0.967741935483871
kssd	order	Jaccard index	sample_86	0.9375
kssd	order	Taxon counts	sample_86	16.0
kssd	family	True positives	sample_86	25.0
kssd	family	False negatives	sample_86	1.0
kssd	family	False positives	sample_86	2.0
kssd	family	Completeness	sample_86	0.9615384615384616
kssd	family	Purity	sample_86	0.9259259259259259
kssd	family	F1 score	sample_86	0.9433962264150944
kssd	family	Jaccard index	sample_86	0.8928571428571429
kssd	family	Taxon counts	sample_86	27.0
kssd	genus	True positives	sample_86	47.0
kssd	genus	False negatives	sample_86	4.0
kssd	genus	False positives	sample_86	1.0
kssd	genus	Completeness	sample_86	0.9215686274509803
kssd	genus	Purity	sample_86	0.9791666666666666
kssd	genus	F1 score	sample_86	0.9494949494949494
kssd	genus	Jaccard index	sample_86	0.9038461538461539
kssd	genus	Taxon counts	sample_86	48.0
kssd	species	True positives	sample_86	71.0
kssd	species	False negatives	sample_86	10.0
kssd	species	False positives	sample_86	7.0
kssd	species	Completeness	sample_86	0.8765432098765432
kssd	species	Purity	sample_86	0.9102564102564102
kssd	species	F1 score	sample_86	0.8930817610062893
kssd	species	Jaccard index	sample_86	0.8068181818181818
kssd	species	Taxon counts	sample_86	78.0
kssd	strain	True positives	sample_86	0.0
kssd	strain	False negatives	sample_86	81.0
kssd	strain	False positives	sample_86	0.0
kssd	strain	Completeness	sample_86	0.0
kssd	strain	Purity	sample_86	0.0
kssd	strain	Jaccard index	sample_86	0.0
kssd	strain	Taxon counts	sample_86	0.0
kssd	superkingdom	L1 norm error	sample_86	0.0
kssd	phylum	L1 norm error	sample_86	0.008550000000000092
kssd	class	L1 norm error	sample_86	0.038714000000000054
kssd	order	L1 norm error	sample_86	0.183115
kssd	family	L1 norm error	sample_86	0.12428099999999997
kssd	genus	L1 norm error	sample_86	0.18436599999999997
kssd	species	L1 norm error	sample_86	0.27634499999999995
kssd	na	Weighted UniFrac error	sample_86	1.6147030000000004
kssd	na	Unweighted UniFrac error	sample_86	156.00000899999998
kssd	superkingdom	Bray-Curtis distance	sample_87	0.0
kssd	phylum	Bray-Curtis distance	sample_87	0.00375900000000001
kssd	class	Bray-Curtis distance	sample_87	0.02502851251425631
kssd	order	Bray-Curtis distance	sample_87	0.053528000000000006
kssd	family	Bray-Curtis distance	sample_87	0.11115355557677777
kssd	genus	Bray-Curtis distance	sample_87	0.08584172725947757
kssd	species	Bray-Curtis distance	sample_87	0.16189679291905812
kssd	superkingdom	Shannon diversity	sample_87	0.0
kssd	superkingdom	Shannon equitability	sample_87	0.0
kssd	phylum	Shannon diversity	sample_87	0.23032220371667658
kssd	phylum	Shannon equitability	sample_87	0.33228470110866687
kssd	class	Shannon diversity	sample_87	0.9583001432286473
kssd	class	Shannon equitability	sample_87	0.5954253567814383
kssd	order	Shannon diversity	sample_87	2.1686980270824883
kssd	order	Shannon equitability	sample_87	0.7821924722143963
kssd	family	Shannon diversity	sample_87	2.95791384787148
kssd	family	Shannon equitability	sample_87	0.897469737771783
kssd	genus	Shannon diversity	sample_87	3.56135923524958
kssd	genus	Shannon equitability	sample_87	0.9150883037889812
kssd	species	Shannon diversity	sample_87	4.1881295369059846
kssd	species	Shannon equitability	sample_87	0.9477892299433595
kssd	superkingdom	True positives	sample_87	1.0
kssd	superkingdom	False negatives	sample_87	0.0
kssd	superkingdom	False positives	sample_87	0.0
kssd	superkingdom	Completeness	sample_87	1.0
kssd	superkingdom	Purity	sample_87	1.0
kssd	superkingdom	F1 score	sample_87	1.0
kssd	superkingdom	Jaccard index	sample_87	1.0
kssd	superkingdom	Taxon counts	sample_87	1.0
kssd	phylum	True positives	sample_87	2.0
kssd	phylum	False negatives	sample_87	0.0
kssd	phylum	False positives	sample_87	0.0
kssd	phylum	Completeness	sample_87	1.0
kssd	phylum	Purity	sample_87	1.0
kssd	phylum	F1 score	sample_87	1.0
kssd	phylum	Jaccard index	sample_87	1.0
kssd	phylum	Taxon counts	sample_87	2.0
kssd	class	True positives	sample_87	5.0
kssd	class	False negatives	sample_87	0.0
kssd	class	False positives	sample_87	0.0
kssd	class	Completeness	sample_87	1.0
kssd	class	Purity	sample_87	1.0
kssd	class	F1 score	sample_87	1.0
kssd	class	Jaccard index	sample_87	1.0
kssd	class	Taxon counts	sample_87	5.0
kssd	order	True positives	sample_87	15.0
kssd	order	False negatives	sample_87	0.0
kssd	order	False positives	sample_87	1.0
kssd	order	Completeness	sample_87	1.0
kssd	order	Purity	sample_87	0.9375
kssd	order	F1 score	sample_87	0.967741935483871
kssd	order	Jaccard index	sample_87	0.9375
kssd	order	Taxon counts	sample_87	16.0
kssd	family	True positives	sample_87	25.0
kssd	family	False negatives	sample_87	1.0
kssd	family	False positives	sample_87	2.0
kssd	family	Completeness	sample_87	0.9615384615384616
kssd	family	Purity	sample_87	0.9259259259259259
kssd	family	F1 score	sample_87	0.9433962264150944
kssd	family	Jaccard index	sample_87	0.8928571428571429
kssd	family	Taxon counts	sample_87	27.0
kssd	genus	True positives	sample_87	48.0
kssd	genus	False negatives	sample_87	4.0
kssd	genus	False positives	sample_87	1.0
kssd	genus	Completeness	sample_87	0.9230769230769231
kssd	genus	Purity	sample_87	0.9795918367346939
kssd	genus	F1 score	sample_87	0.9504950495049506
kssd	genus	Jaccard index	sample_87	0.9056603773584906
kssd	genus	Taxon counts	sample_87	49.0
kssd	species	True positives	sample_87	77.0
kssd	species	False negatives	sample_87	9.0
kssd	species	False positives	sample_87	6.0
kssd	species	Completeness	sample_87	0.8953488372093024
kssd	species	Purity	sample_87	0.927710843373494
kssd	species	F1 score	sample_87	0.9112426035502958
kssd	species	Jaccard index	sample_87	0.8369565217391305
kssd	species	Taxon counts	sample_87	83.0
kssd	strain	True positives	sample_87	0.0
kssd	strain	False negatives	sample_87	86.0
kssd	strain	False positives	sample_87	0.0
kssd	strain	Completeness	sample_87	0.0
kssd	strain	Purity	sample_87	0.0
kssd	strain	Jaccard index	sample_87	0.0
kssd	strain	Taxon counts	sample_87	0.0
kssd	superkingdom	L1 norm error	sample_87	0.0
kssd	phylum	L1 norm error	sample_87	0.00751800000000002
kssd	class	L1 norm error	sample_87	0.05005700000000011
kssd	order	L1 norm error	sample_87	0.107056
kssd	family	L1 norm error	sample_87	0.22230699999999995
kssd	genus	L1 norm error	sample_87	0.16962600000000003
kssd	species	L1 norm error	sample_87	0.32195799999999997
kssd	na	Weighted UniFrac error	sample_87	1.7424739999999996
kssd	na	Unweighted UniFrac error	sample_87	148.00002199999994
kssd	superkingdom	Bray-Curtis distance	sample_88	0.0
kssd	phylum	Bray-Curtis distance	sample_88	0.004846000000000004
kssd	class	Bray-Curtis distance	sample_88	0.012922999999999978
kssd	order	Bray-Curtis distance	sample_88	0.0843805421902711
kssd	family	Bray-Curtis distance	sample_88	0.0732950732950733
kssd	genus	Bray-Curtis distance	sample_88	0.06901242844150399
kssd	species	Bray-Curtis distance	sample_88	0.12999705637420783
kssd	superkingdom	Shannon diversity	sample_88	0.0
kssd	superkingdom	Shannon equitability	sample_88	0.0
kssd	phylum	Shannon diversity	sample_88	0.22350861252939147
kssd	phylum	Shannon equitability	sample_88	0.32245476689212593
kssd	class	Shannon diversity	sample_88	0.8855716001641727
kssd	class	Shannon equitability	sample_88	0.550236572235857
kssd	order	Shannon diversity	sample_88	2.1509711888302854
kssd	order	Shannon equitability	sample_88	0.7757988668051228
kssd	family	Shannon diversity	sample_88	2.939431765798553
kssd	family	Shannon equitability	sample_88	0.8918620324076113
kssd	genus	Shannon diversity	sample_88	3.569296929788176
kssd	genus	Shannon equitability	sample_88	0.9220128119751365
kssd	species	Shannon diversity	sample_88	4.233804310360886
kssd	species	Shannon equitability	sample_88	0.9529904703133463
kssd	superkingdom	True positives	sample_88	1.0
kssd	superkingdom	False negatives	sample_88	0.0
kssd	superkingdom	False positives	sample_88	0.0
kssd	superkingdom	Completeness	sample_88	1.0
kssd	superkingdom	Purity	sample_88	1.0
kssd	superkingdom	F1 score	sample_88	1.0
kssd	superkingdom	Jaccard index	sample_88	1.0
kssd	superkingdom	Taxon counts	sample_88	1.0
kssd	phylum	True positives	sample_88	2.0
kssd	phylum	False negatives	sample_88	0.0
kssd	phylum	False positives	sample_88	0.0
kssd	phylum	Completeness	sample_88	1.0
kssd	phylum	Purity	sample_88	1.0
kssd	phylum	F1 score	sample_88	1.0
kssd	phylum	Jaccard index	sample_88	1.0
kssd	phylum	Taxon counts	sample_88	2.0
kssd	class	True positives	sample_88	5.0
kssd	class	False negatives	sample_88	0.0
kssd	class	False positives	sample_88	0.0
kssd	class	Completeness	sample_88	1.0
kssd	class	Purity	sample_88	1.0
kssd	class	F1 score	sample_88	1.0
kssd	class	Jaccard index	sample_88	1.0
kssd	class	Taxon counts	sample_88	5.0
kssd	order	True positives	sample_88	15.0
kssd	order	False negatives	sample_88	0.0
kssd	order	False positives	sample_88	1.0
kssd	order	Completeness	sample_88	1.0
kssd	order	Purity	sample_88	0.9375
kssd	order	F1 score	sample_88	0.967741935483871
kssd	order	Jaccard index	sample_88	0.9375
kssd	order	Taxon counts	sample_88	16.0
kssd	family	True positives	sample_88	25.0
kssd	family	False negatives	sample_88	1.0
kssd	family	False positives	sample_88	2.0
kssd	family	Completeness	sample_88	0.9615384615384616
kssd	family	Purity	sample_88	0.9259259259259259
kssd	family	F1 score	sample_88	0.9433962264150944
kssd	family	Jaccard index	sample_88	0.8928571428571429
kssd	family	Taxon counts	sample_88	27.0
kssd	genus	True positives	sample_88	48.0
kssd	genus	False negatives	sample_88	3.0
kssd	genus	False positives	sample_88	0.0
kssd	genus	Completeness	sample_88	0.9411764705882353
kssd	genus	Purity	sample_88	1.0
kssd	genus	F1 score	sample_88	0.9696969696969697
kssd	genus	Jaccard index	sample_88	0.9411764705882353
kssd	genus	Taxon counts	sample_88	48.0
kssd	species	True positives	sample_88	78.0
kssd	species	False negatives	sample_88	9.0
kssd	species	False positives	sample_88	7.0
kssd	species	Completeness	sample_88	0.896551724137931
kssd	species	Purity	sample_88	0.9176470588235294
kssd	species	F1 score	sample_88	0.9069767441860465
kssd	species	Jaccard index	sample_88	0.8297872340425532
kssd	species	Taxon counts	sample_88	85.0
kssd	strain	True positives	sample_88	0.0
kssd	strain	False negatives	sample_88	87.0
kssd	strain	False positives	sample_88	0.0
kssd	strain	Completeness	sample_88	0.0
kssd	strain	Purity	sample_88	0.0
kssd	strain	Jaccard index	sample_88	0.0
kssd	strain	Taxon counts	sample_88	0.0
kssd	superkingdom	L1 norm error	sample_88	0.0
kssd	phylum	L1 norm error	sample_88	0.009692000000000008
kssd	class	L1 norm error	sample_88	0.02584599999999996
kssd	order	L1 norm error	sample_88	0.16876099999999994
kssd	family	L1 norm error	sample_88	0.14659000000000003
kssd	genus	L1 norm error	sample_88	0.13681500000000002
kssd	species	L1 norm error	sample_88	0.258349
kssd	na	Weighted UniFrac error	sample_88	1.6271750000000018
kssd	na	Unweighted UniFrac error	sample_88	143.00001999999995
kssd	superkingdom	Bray-Curtis distance	sample_89	0.0
kssd	phylum	Bray-Curtis distance	sample_89	0.0034259999999999512
kssd	class	Bray-Curtis distance	sample_89	0.023968488015756042
kssd	order	Bray-Curtis distance	sample_89	0.07470285059429882
kssd	family	Bray-Curtis distance	sample_89	0.08907491092508905
kssd	genus	Bray-Curtis distance	sample_89	0.07976916942665989
kssd	species	Bray-Curtis distance	sample_89	0.11965111361855381
kssd	superkingdom	Shannon diversity	sample_89	0.0
kssd	superkingdom	Shannon equitability	sample_89	0.0
kssd	phylum	Shannon diversity	sample_89	0.2075956225508004
kssd	phylum	Shannon equitability	sample_89	0.2994971751642968
kssd	class	Shannon diversity	sample_89	1.0307767807304797
kssd	class	Shannon equitability	sample_89	0.64045762360074
kssd	order	Shannon diversity	sample_89	2.3272895571311762
kssd	order	Shannon equitability	sample_89	0.839392275696455
kssd	family	Shannon diversity	sample_89	2.953282594309585
kssd	family	Shannon equitability	sample_89	0.8960645548849522
kssd	genus	Shannon diversity	sample_89	3.5143766394200484
kssd	genus	Shannon equitability	sample_89	0.9127901065037413
kssd	species	Shannon diversity	sample_89	4.132961819787203
kssd	species	Shannon equitability	sample_89	0.9514610850187426
kssd	superkingdom	True positives	sample_89	1.0
kssd	superkingdom	False negatives	sample_89	0.0
kssd	superkingdom	False positives	sample_89	0.0
kssd	superkingdom	Completeness	sample_89	1.0
kssd	superkingdom	Purity	sample_89	1.0
kssd	superkingdom	F1 score	sample_89	1.0
kssd	superkingdom	Jaccard index	sample_89	1.0
kssd	superkingdom	Taxon counts	sample_89	1.0
kssd	phylum	True positives	sample_89	2.0
kssd	phylum	False negatives	sample_89	0.0
kssd	phylum	False positives	sample_89	0.0
kssd	phylum	Completeness	sample_89	1.0
kssd	phylum	Purity	sample_89	1.0
kssd	phylum	F1 score	sample_89	1.0
kssd	phylum	Jaccard index	sample_89	1.0
kssd	phylum	Taxon counts	sample_89	2.0
kssd	class	True positives	sample_89	5.0
kssd	class	False negatives	sample_89	0.0
kssd	class	False positives	sample_89	0.0
kssd	class	Completeness	sample_89	1.0
kssd	class	Purity	sample_89	1.0
kssd	class	F1 score	sample_89	1.0
kssd	class	Jaccard index	sample_89	1.0
kssd	class	Taxon counts	sample_89	5.0
kssd	order	True positives	sample_89	15.0
kssd	order	False negatives	sample_89	0.0
kssd	order	False positives	sample_89	1.0
kssd	order	Completeness	sample_89	1.0
kssd	order	Purity	sample_89	0.9375
kssd	order	F1 score	sample_89	0.967741935483871
kssd	order	Jaccard index	sample_89	0.9375
kssd	order	Taxon counts	sample_89	16.0
kssd	family	True positives	sample_89	25.0
kssd	family	False negatives	sample_89	1.0
kssd	family	False positives	sample_89	2.0
kssd	family	Completeness	sample_89	0.9615384615384616
kssd	family	Purity	sample_89	0.9259259259259259
kssd	family	F1 score	sample_89	0.9433962264150944
kssd	family	Jaccard index	sample_89	0.8928571428571429
kssd	family	Taxon counts	sample_89	27.0
kssd	genus	True positives	sample_89	47.0
kssd	genus	False negatives	sample_89	3.0
kssd	genus	False positives	sample_89	0.0
